z,y,x,label
3890,75976,309384,0
3836,79824,314264,0
3802,78848,323464,0
3846,79432,323944,0
3862,79568,324048,0
3880,79648,324088,0
3858,80256,310920,0
3862,80072,314272,0
3910,80120,324496,0
3888,89920,316920,0
3806,95808,320000,0
3834,96112,320288,0
3836,96264,320400,0
3860,96376,320600,0
3900,96776,321152,0
3926,57928,338232,0
3940,57856,337896,0
3940,57888,338320,0
3944,57888,338336,0
3952,57872,338384,0
3956,57856,338416,0
3962,58096,338336,0
3964,57856,338464,0
3968,58136,338376,0
3968,57808,338272,0
3970,57816,338072,0
3970,57848,338512,0
3990,57824,338648,0
4010,57792,338808,0
3908,63344,307704,0
3908,63448,307744,0
3912,63424,307728,0
3914,63400,307704,0
3930,63296,307632,0
3944,62240,308080,0
3974,62000,307976,0
3962,66184,321888,0
3952,66104,322000,0
3970,66056,321968,0
3964,66096,321928,0
3978,66120,322008,0
4000,66048,321960,0
3920,67536,324400,0
3924,67552,324432,0
3928,67568,324448,0
3950,67616,324576,0
3924,68448,308176,0
3928,68416,308176,0
3932,68400,308176,0
3936,68368,308176,0
3962,68200,308208,0
3974,68216,308200,0
3994,68000,308248,0
3976,68112,308224,0
3992,68112,308232,0
3988,67704,324800,0
3982,70472,311424,0
3910,73592,311048,0
3944,73472,311056,0
3916,75328,303920,0
3920,75328,303904,0
3928,75312,303856,0
3932,75312,303824,0
3942,75384,303768,0
3956,75320,303712,0
3994,74952,302736,0
4000,74888,302680,0
3956,75808,309168,0
3998,73792,316384,0
3904,75984,309440,0
3908,75968,309424,0
3918,75928,309360,0
3928,75888,309296,0
3932,75872,309280,0
3936,75856,309264,0
3958,81128,314208,0
3956,81192,314240,0
4000,81560,314144,0
3942,80240,324608,0
3912,90000,316928,0
3920,90032,316928,0
3928,90080,316928,0
3940,90096,316880,0
3978,90312,316936,0
4000,90392,316944,0
3964,97128,321760,0
3972,97280,321904,0
3982,97320,322000,0
3994,97368,322120,0
4008,97600,322512,0
4018,57792,338872,0
4008,61712,307840,0
4010,65960,322072,0
4016,67776,308288,0
4018,67752,308288,0
4016,73200,311024,0
4008,74808,302536,0
4020,75744,308912,0
4012,90624,316952,0
4004,90544,316944,0
4000,97416,322208,0
4004,97520,322384,0
4004,97552,322424,0
4012,97480,322296,0
4010,97784,322856,0
4016,98240,323424,0
4024,57776,338912,0
4048,57744,339112,0
4056,57728,339184,0
4064,57720,339280,0
4070,57704,339360,0
4090,57664,339568,0
4076,57696,339432,0
4098,57616,339648,0
4042,61488,307800,0
4068,60920,307624,0
4090,60680,307536,0
4048,62208,307080,0
4074,65488,322040,0
4082,65400,322000,0
4092,65552,321976,0
4044,67552,308320,0
4058,67496,308360,0
4082,67296,308392,0
4106,67120,308416,0
4030,65872,321968,0
4060,65752,322032,0
4048,65824,321984,0
4048,65840,321984,0
4024,67704,308296,0
4028,67664,308304,0
4032,67632,308304,0
4078,70224,311384,0
4088,70208,311360,0
4112,70184,311280,0
4030,73192,310944,0
4022,74784,302320,0
4020,74776,302184,0
4024,74816,302216,0
4032,74752,302160,0
4034,75728,308904,0
4056,75696,308832,0
4068,75680,308800,0
4076,75664,308768,0
4102,75640,308656,0
4024,73752,316368,0
4060,80816,310912,0
4052,80480,325096,0
4072,80592,325232,0
4088,80712,325344,0
4096,80752,325408,0
4026,82104,313960,0
4032,90728,316912,0
4028,90784,316976,0
4034,90848,316976,0
4038,90888,316976,0
4040,90912,316976,0
4044,90952,316992,0
4052,91040,317008,0
4056,91184,317048,0
4052,91056,317008,0
4058,91256,317000,0
4060,91136,317024,0
4068,91232,317040,0
4072,91272,317040,0
4076,91320,317056,0
4098,91544,317112,0
4014,98128,323296,0
4016,97848,322952,0
4024,98456,323632,0
4046,98640,323840,0
4058,98856,324224,0
4064,98888,324296,0
4068,98808,324096,0
4082,98792,324152,0
4104,98968,324920,0
4190,59280,306928,0
4198,59312,306896,0
4104,57648,339664,0
4110,57584,339680,0
4114,57704,339776,0
4148,57784,340040,0
4140,57784,339976,0
4164,57808,340176,0
4172,57824,340256,0
4194,57880,340488,0
4200,57856,340392,0
4114,60288,307416,0
4110,60320,307376,0
4128,60208,307328,0
4126,60232,307400,0
4140,60000,307264,0
4174,61688,306800,0
4210,61528,306760,0
4192,64872,321984,0
4176,64840,321936,0
4130,67056,308376,0
4184,68008,325664,0
4152,70112,311232,0
4164,70096,311216,0
4184,70064,311200,0
4206,70040,311184,0
4126,72864,310800,0
4136,72696,310728,0
4176,72552,310640,0
4144,74488,301608,0
4172,74432,301560,0
4202,74352,301464,0
4132,75600,308584,0
4140,75600,308560,0
4144,75600,308544,0
4148,75584,308528,0
4152,75584,308496,0
4172,75536,308392,0
4188,75504,308336,0
4192,75488,308320,0
4196,75472,308304,0
4168,73848,316488,0
4224,81384,311192,0
4106,80800,325552,0
4106,80808,325480,0
4120,80872,325568,0
4132,80912,325600,0
4136,80944,325632,0
4144,80976,325664,0
4148,80992,325680,0
4152,81008,325696,0
4168,81064,325760,0
4194,81136,325888,0
4126,91864,317200,0
4124,91792,317168,0
4136,91888,317184,0
4148,92000,317200,0
4168,92176,317208,0
4218,59000,306832,0
4242,58584,306672,0
4206,57952,340712,0
4220,58000,340832,0
4228,58000,340840,0
4228,58040,341120,0
4242,58048,341288,0
4254,58056,341424,0
4262,58064,341504,0
4276,58072,341608,0
4286,58064,341760,0
4232,61368,306688,0
4246,61400,306664,0
4212,61568,306720,0
4218,61472,306728,0
4248,64576,321992,0
4278,68528,325952,0
4212,70040,311136,0
4280,72328,310512,0
4228,74288,301416,0
4276,74136,301344,0
4224,75408,308192,0
4244,75360,308112,0
4260,75320,308032,0
4272,75240,307880,0
4282,75160,307760,0
4236,73936,316632,0
4240,73904,316624,0
4268,81504,311296,0
4234,82880,314112,0
4276,83200,314152,0
4220,92552,317256,0
4252,92744,317264,0
4260,92784,317264,0
4264,92800,317264,0
4278,92896,317264,0
4280,57976,306464,0
4296,60960,306528,0
4286,64464,322040,0
4280,72376,310568,0
4292,75080,307592,0
4310,81616,311360,0
4292,83152,314168,0
4306,93032,317264,0
4414,56384,306280,0
4316,57632,306400,0
4326,57456,306336,0
4322,57584,306424,0
4310,58096,341992,0
4330,58248,342376,0
4346,58480,342832,0
4340,58512,343008,0
4346,58360,342600,0
4340,58304,342464,0
4372,58512,342984,0
4368,58808,343416,0
4360,58712,343256,0
4360,58688,343216,0
4386,58936,343840,0
4402,58936,344048,0
4308,60896,306480,0
4338,60776,306384,0
4362,60616,306248,0
4400,68984,326168,0
4376,69784,310880,0
4404,73304,300384,0
4350,73816,300848,0
4360,74936,307080,0
4380,74736,306824,0
4352,81728,311424,0
4360,81760,311440,0
4388,81840,311480,0
4318,81808,326584,0
4366,85328,314432,0
4384,84560,314512,0
4394,84344,314400,0
4396,84448,314464,0
4364,86192,314288,0
4366,86480,314224,0
4366,86344,314264,0
4388,87000,314104,0
4322,93144,317312,0
4336,93216,317296,0
4340,93232,317296,0
4348,93280,317312,0
4352,93312,317312,0
4364,93376,317328,0
4368,93392,317328,0
4374,93432,317344,0
4390,93536,317360,0
4474,54840,306384,0
4502,54600,306424,0
4450,55432,306360,0
4500,58920,344808,0
4430,60208,305504,0
4468,60016,305320,0
4486,59968,305248,0
4434,63512,322608,0
4436,63400,322720,0
4466,63160,322816,0
4476,63064,322872,0
4494,62920,322984,0
4494,69512,310784,0
4406,69048,326152,0
4410,69752,310888,0
4498,71488,310432,0
4438,72744,299872,0
4456,72760,299864,0
4448,72904,300048,0
4462,72624,299672,0
4424,73168,300256,0
4430,73120,300208,0
4432,73088,300192,0
4438,73024,300144,0
4454,74312,305984,0
4504,74128,305752,0
4436,74384,306216,0
4446,74344,306248,0
4476,73928,317168,0
4508,73976,317224,0
4416,81952,311520,0
4420,81968,311520,0
4460,82144,311600,0
4416,82112,327184,0
4434,82152,327352,0
4450,82168,327456,0
4474,82208,327576,0
4486,82296,327672,0
4492,82320,327712,0
4492,82336,327728,0
4410,87080,314120,0
4416,93712,317376,0
4434,93888,317400,0
4428,93808,317392,0
4458,94040,317400,0
4520,52776,326592,0
4522,52904,326504,0
4530,52672,326600,0
4526,53040,326416,0
4534,53200,326392,0
4538,53344,326368,0
4540,53480,326288,0
4522,59680,305040,0
4536,59584,304952,0
4534,59648,305080,0
4536,59632,305072,0
4534,61432,323800,0
4540,61360,323840,0
4514,62456,323312,0
4510,62688,323144,0
4516,62584,323200,0
4530,62064,323472,0
4520,62488,323256,0
4534,61504,323856,0
4532,61600,323704,0
4528,61864,323568,0
4532,61744,323632,0
4528,62480,323264,0
4542,71976,299192,0
4548,73984,317328,0
4512,82480,327864,0
4514,82416,327784,0
4518,94392,317424,0
4588,51512,327248,0
4596,53768,306280,0
4550,53728,326184,0
4562,55152,325816,0
4594,55936,325672,0
4606,56200,325608,0
4598,58712,304320,0
4608,58824,345432,0
4554,61216,323952,0
4562,61056,324040,0
4578,61080,324000,0
4580,60888,324160,0
4596,60776,324224,0
4612,60680,324360,0
4596,60656,324344,0
4560,69208,310576,0
4572,69240,310600,0
4588,68936,310600,0
4596,69072,310384,0
4596,69016,310344,0
4610,69016,310336,0
4558,69480,326408,0
4600,70832,310336,0
4562,71880,299144,0
4584,71712,298992,0
4586,74000,305472,0
4604,73920,305440,0
4572,73976,317376,0
4592,74016,317416,0
4552,94584,317432,0
4618,50768,327536,0
4652,49728,328232,0
4652,49752,328336,0
4670,53008,305936,0
4688,52904,305888,0
4658,58280,304080,0
4686,58112,303984,0
4696,58016,303936,0
4630,58472,304192,0
4640,58880,345568,0
4628,60616,324328,0
4684,60160,324552,0
4704,60152,324480,0
4630,68960,310248,0
4658,68896,310152,0
4670,68872,310096,0
4682,68856,310032,0
4684,68864,309968,0
4692,68832,309944,0
4696,68840,309944,0
4628,69576,326472,0
4656,71240,298776,0
4674,71152,298680,0
4692,71072,298608,0
4686,70384,310160,0
4658,69656,326536,0
4698,69784,326664,0
4620,71728,299152,0
4680,73752,305232,0
4694,73704,305184,0
4662,73768,305304,0
4696,73728,305232,0
4604,73968,317456,0
4636,73944,317560,0
4666,73880,317608,0
4680,73920,317632,0
4674,83320,312008,0
4630,83088,328344,0
4646,83336,328472,0
4684,84048,312184,0
4688,84328,312224,0
4688,84144,312224,0
4706,84824,312344,0
4636,89072,313688,0
4658,89152,313680,0
4666,89536,313704,0
4680,89680,313712,0
4724,49224,329256,0
4730,52616,305608,0
4786,52224,305176,0
4806,52152,305040,0
4704,57952,303888,0
4720,57824,303808,0
4728,57744,303744,0
4732,57712,303712,0
4736,57672,303664,0
4750,57592,303536,0
4752,57600,303520,0
4768,57528,303408,0
4774,57464,303360,0
4782,57432,303304,0
4788,57408,303264,0
4750,57640,325264,0
4798,58424,346192,0
4712,60192,324496,0
4726,60032,324624,0
4724,60048,324624,0
4774,70488,297984,0
4806,70416,297856,0
4704,70976,298528,0
4708,70960,298512,0
4712,70944,298480,0
4724,70880,298432,0
4730,70768,298344,0
4730,70840,298384,0
4740,70760,298288,0
4756,70656,298160,0
4766,70576,298056,0
4746,70232,310040,0
4780,70224,310040,0
4714,69792,326696,0
4728,69824,326736,0
4734,69840,326752,0
4750,69872,326776,0
4772,69920,326832,0
4790,69960,326864,0
4728,83712,328664,0
4762,83816,328768,0
4756,85928,312336,0
4714,85256,312368,0
4734,85480,312408,0
4806,83976,329016,0
4782,86312,312288,0
4792,86360,312248,0
4768,90960,313800,0
4778,91120,313832,0
4792,91240,313808,0
4802,91400,313888,0
4736,95424,317704,0
4780,95752,317816,0
4814,58488,325128,0
4816,58472,325184,0
4820,57824,346480,0
4816,70368,297792,0
4816,70368,297776,0
4820,70352,297744,0
4810,73856,317928,0
4814,57272,303104,0
4816,59720,324768,0
4882,56728,302320,0
4836,59088,325024,0
4834,59208,325032,0
4848,59144,324976,0
4846,59216,324976,0
4854,59208,324912,0
4848,59144,325048,0
4888,57648,347152,0
4818,59560,324736,0
4828,59728,324696,0
4836,59504,324888,0
4834,68568,309568,0
4846,68544,309504,0
4868,68464,309464,0
4898,68328,309368,0
4830,70312,297672,0
4848,70216,297528,0
4876,70056,297296,0
4894,69968,297152,0
4880,69976,309848,0
4904,70008,310120,0
4860,73728,304576,0
4900,73624,304392,0
4914,73872,318056,0
4868,86936,312240,0
4902,87112,312264,0
4852,91952,314000,0
4866,92080,314032,0
4880,92232,314064,0
4890,92336,314088,0
4838,96016,317816,0
4860,96128,317792,0
4872,96160,317776,0
4894,96232,317760,0
5006,58856,325208,0
4918,68248,309288,0
4928,68208,309216,0
4942,68168,309208,0
4948,68144,309184,0
4956,68112,309152,0
4952,68128,309168,0
4966,68072,309128,0
4976,73376,304096,0
4988,73328,304016,0
5002,73304,303928,0
4940,73488,304208,0
4968,73376,304144,0
4964,73376,304160,0
4968,73376,304160,0
4984,73896,318128,0
4958,84688,329816,0
4988,84808,329968,0
4988,84872,330000,0
4906,87016,312248,0
4916,92640,314144,0
4932,92816,314168,0
4956,93096,314224,0
4964,93208,314272,0
4970,93368,314304,0
4994,93640,314368,0
5000,94208,314552,0
4920,96288,317744,0
4936,96312,317736,0
5028,73216,303728,0
5012,73216,303824,0
5016,73264,303824,0
5054,73192,303632,0
5004,84864,330080,0
5012,84880,330112,0
5038,84944,330192,0
5010,94528,314632,0
5064,95688,314720,0
5084,95840,314752,0
5064,96544,317664,0
5106,69280,310200,0
5092,73056,303344,0
5098,95952,314768,0
5160,58296,325408,0
5116,69336,310200,0
5126,72976,303144,0
5134,72944,303032,0
5152,72904,303008,0
5176,73824,318576,0
5112,85184,330440,0
5124,85184,330512,0
5144,85232,330536,0
5160,85264,330576,0
5194,85320,330688,0
5196,85400,330720,0
5100,95912,314736,0
5118,96024,314800,0
5122,96144,314792,0
5150,96600,314840,0
5168,96944,314832,0
5182,97096,314816,0
5192,97232,314800,0
5128,96664,317664,0
5148,96712,317656,0
